agent_run_id,metadata.capsule_id,metadata.scaffold,metadata.scores.accuracy
4334cfc7-2d1d-4fa6-8716-8a9e58f59422,capsule-0504157,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
18f98cbc-79dc-4eb1-999e-ee5a48c35473,capsule-0201673,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
b6288b89-32f5-4e54-aa92-0c072d0d7d52,capsule-0152700,"Core Agent (anthropic/claude-opus-4-6, steps=200)",1
f8d726af-ba61-498c-aea8-09c20bf2aa0b,capsule-9832712,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
82c0107e-3e6e-4685-b991-cd40a2ba410e,capsule-9477017,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
afc92697-5e0b-4f2d-a12e-913d43beb1ae,capsule-9294029,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
f7e44703-b01e-4fb2-b6d8-a609ab705f17,capsule-9054015,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
f6987321-cfcc-4665-af4d-44a7211f903f,capsule-9240688,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
735a982e-5dd3-4fc4-9c42-f93c594db64d,capsule-8807709,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
1839fb47-61a7-47d0-ba30-b11d004319cd,capsule-8412128,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
e08d1c87-17e2-4971-bcaf-88cbdc93c97e,capsule-7800694,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
597ec02f-5e74-46d6-8d73-791249fc3758,capsule-7716865,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
4443ee6a-8f9a-41fc-b79c-8730918c1ec3,capsule-7186268,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
02ce9e97-8b78-47d3-a33c-ca3fd497d65a,capsule-7655932,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
8d0b1b51-098a-411f-bf5c-4fa93b3aa41b,capsule-6295990,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
c57b1bd9-f377-40cf-998a-ab1df2b9162f,capsule-6049678,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
3721bb3c-ea47-4152-a2ca-f128e626ddd5,capsule-5507257,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
b7862d83-13e8-4ee9-8beb-9e6ca1d0273a,capsule-5136217,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
9fab07df-d170-4412-818d-77b50b9a58d5,capsule-4933686,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
67dbe704-881b-4488-ba41-fdf7f379c707,capsule-4671827,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
dd94e69a-4e54-470c-aa8a-e72dc6727c49,capsule-4299879,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
f1ae1dad-236c-420d-8ba7-b09d1b9b305f,capsule-4252248,"Core Agent (anthropic/claude-opus-4-5, steps=200)",0
50d368ea-acd4-47e9-a984-b82661a398d8,capsule-3821950,"Core Agent (anthropic/claude-opus-4-5, steps=200)",0
8d4905f9-009e-472a-9ce5-10227283c9a1,capsule-3639589,"Core Agent (anthropic/claude-opus-4-5, steps=200)",0
856e1ed0-2240-4110-9450-b478a07191c0,capsule-3762736,"Core Agent (anthropic/claude-opus-4-5, steps=200)",0
4660b304-393c-4f27-ac4f-d435dd774993,capsule-3593259,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
c286d94d-10c3-4574-9583-db43c1d9b4dc,capsule-3449234,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
3a65fdcf-22cc-4c78-a2f6-68e41787a640,capsule-3418007,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
9fc353b4-38ee-4a80-8106-0f0422e6fa2f,capsule-3301293,"Core Agent (anthropic/claude-opus-4-5, steps=200)",0
94c71bc6-ba04-41dd-b3a0-e81927e8a71c,capsule-2816027,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
8a54cb56-fa63-4a08-9105-aa636aa515aa,capsule-2804717,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
adebf381-2e9a-4435-92e5-dea722b8b1b2,capsule-2708693,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
4afee3d0-5f49-40b0-b9a8-abc0f3009356,capsule-2345790,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
d872f004-a1be-4000-89fe-16fbce1b43dd,capsule-2242462,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
80721e36-4bc1-42e5-b0e2-cb4e5c6605c1,capsule-1724988,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
dd237094-4261-4dad-8d45-46ad4d24608d,capsule-1624349,"Core Agent (anthropic/claude-opus-4-5, steps=200)",0
b58fec69-aae0-4710-9e94-9834e901f1a4,capsule-1394704,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
ca637221-9724-4c81-b2fe-ee2dd04eb5da,capsule-1175539,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
6fa0a00a-e08b-4a73-ae54-204804fe5ba4,capsule-0851068,"Core Agent (anthropic/claude-opus-4-5, steps=200)",0
59132a4a-0e8a-4858-beef-dd709623036a,capsule-0504157,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
06475b15-482e-4345-b96e-bc139b887d93,capsule-0201673,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
35262e11-74a4-481d-a33e-becbbd78dfe8,capsule-9832712,"Codex Agent (gpt-5, re=medium)",0
08b4b909-c0bc-457a-ba86-72402da0c160,capsule-0152700,"Core Agent (anthropic/claude-opus-4-5, steps=200)",1
9a3bd4c5-427e-4c14-84b7-9bfcdace1127,capsule-9477017,"Codex Agent (gpt-5, re=medium)",0
c3847c8f-5225-443a-bec1-294fa3eaaadb,capsule-9294029,"Codex Agent (gpt-5, re=medium)",1
d5634c35-ad36-4f4f-8bde-989e92144338,capsule-9240688,"Codex Agent (gpt-5, re=medium)",1
3d56fc67-fd49-4d03-8378-fc2b68aa81d3,capsule-9054015,"Codex Agent (gpt-5, re=medium)",1
0ab28403-580f-45cc-af7e-d3a2c9cae723,capsule-8807709,"Codex Agent (gpt-5, re=medium)",1
224dbcca-d12a-4bc0-9add-4c3af280ac63,capsule-8412128,"Codex Agent (gpt-5, re=medium)",1
ed02e4a4-4d1d-4204-8bd8-04c005c8022f,capsule-7800694,"Codex Agent (gpt-5, re=medium)",1
5c93c248-edf1-4d08-accb-d31487fe2cca,capsule-7716865,"Codex Agent (gpt-5, re=medium)",1
fa974f90-6cc8-4cfd-9b5d-ea68cb9e5646,capsule-7655932,"Codex Agent (gpt-5, re=medium)",1
994c41c1-625a-42e5-92ff-0b4e7c44ab51,capsule-7186268,"Codex Agent (gpt-5, re=medium)",1
3cbe6fce-89fc-430f-be82-40a06bd89b9f,capsule-6295990,"Codex Agent (gpt-5, re=medium)",1
a03f48c8-19c2-4b9a-968c-65b130183db3,capsule-6049678,"Codex Agent (gpt-5, re=medium)",1
709390a8-4627-4699-88a4-2ad02be10a19,capsule-5507257,"Codex Agent (gpt-5, re=medium)",0
fac5155e-b514-46f0-9b88-3b1cecc2576f,capsule-5136217,"Codex Agent (gpt-5, re=medium)",1
aef817b0-e3df-4991-9181-61639dc4f855,capsule-4671827,"Codex Agent (gpt-5, re=medium)",1
8cd6c937-626b-413a-a022-6f1d48c9d888,capsule-4933686,"Codex Agent (gpt-5, re=medium)",1
60dd9f3e-1e5a-4ba4-a279-b2a74b730626,capsule-4299879,"Codex Agent (gpt-5, re=medium)",1
ca3b58f8-9880-4668-836e-b78d1ef3961b,capsule-4252248,"Codex Agent (gpt-5, re=medium)",0
b69b991c-cc43-4793-8f80-ee1aa161eee8,capsule-3821950,"Codex Agent (gpt-5, re=medium)",1
1cdece9c-bb17-4ccf-9bf6-b39b39516170,capsule-3762736,"Codex Agent (gpt-5, re=medium)",1
65a90494-7853-41cc-a836-5bd8bab2ca52,capsule-3639589,"Codex Agent (gpt-5, re=medium)",1
7a4527d7-90a8-4406-ae3e-c359b1b80ef8,capsule-3593259,"Codex Agent (gpt-5, re=medium)",1
7453f8c2-ffb7-447e-97dd-a4ce6bf0352a,capsule-3449234,"Codex Agent (gpt-5, re=medium)",0
5d93efc1-0dd2-4a13-930c-b70a3892e9a1,capsule-3418007,"Codex Agent (gpt-5, re=medium)",0
6592f91d-4066-4aa9-82e1-c63b7f837dd0,capsule-3301293,"Codex Agent (gpt-5, re=medium)",1
b04b2031-71b1-48ad-a6de-b53183f16cbc,capsule-2816027,"Codex Agent (gpt-5, re=medium)",1
d569eca7-014b-4043-b71d-2bb6693be00b,capsule-2804717,"Codex Agent (gpt-5, re=medium)",1
9fde1439-89c0-4c82-b82f-2dfe65393488,capsule-2708693,"Codex Agent (gpt-5, re=medium)",1
0626192d-af6c-4283-887c-b2e94673efd6,capsule-2345790,"Codex Agent (gpt-5, re=medium)",1
0b3257fe-b634-4992-b4b3-4eb5e97ce807,capsule-2242462,"Codex Agent (gpt-5, re=medium)",1
c7017c71-a44b-4dcf-8c71-05448688fead,capsule-1724988,"Codex Agent (gpt-5, re=medium)",1
9234384d-71e6-4020-a288-012b28d115e4,capsule-1624349,"Codex Agent (gpt-5, re=medium)",1
182fb2a1-604f-4bd9-81eb-7382f1bb8b51,capsule-1394704,"Codex Agent (gpt-5, re=medium)",1
a5165b23-d1bd-43c1-8b92-fb1dcd243d55,capsule-1175539,"Codex Agent (gpt-5, re=medium)",1
29d45ab1-6dff-4629-95fe-dc811b35c902,capsule-0851068,"Codex Agent (gpt-5, re=medium)",1
0c19c3b9-3dfd-4735-b04e-b97ce3202b82,capsule-0504157,"Codex Agent (gpt-5, re=medium)",1
789b850a-731e-4fbd-b171-c50ee18aa267,capsule-0201673,"Codex Agent (gpt-5, re=medium)",1
b501fa7b-e9bc-430d-bc83-39046804acdb,capsule-0152700,"Codex Agent (gpt-5, re=medium)",1
797a7426-ab0e-419d-8bb9-7d8a64e0f5dd,capsule-9832712,"Codex Agent (gpt-5.4, re=xhigh)",1
0035c678-bd30-434f-97c0-f648e6450bfc,capsule-9477017,"Codex Agent (gpt-5.4, re=xhigh)",1
5eaaee1f-fc73-4b4a-bf47-beea69b888eb,capsule-9294029,"Codex Agent (gpt-5.4, re=xhigh)",1
094d81b5-2cff-4885-916c-2826aac08e22,capsule-9240688,"Codex Agent (gpt-5.4, re=xhigh)",1
01864c3e-8b56-4bbb-a321-9ea807b0bd09,capsule-9054015,"Codex Agent (gpt-5.4, re=xhigh)",1
bcb94841-d1cb-4766-9d05-6685b3580125,capsule-8807709,"Codex Agent (gpt-5.4, re=xhigh)",1
77ee59cd-9ca6-4130-8552-174fba0e8586,capsule-8412128,"Codex Agent (gpt-5.4, re=xhigh)",1
8a1502b5-2945-47f5-8929-cf0b1622a1c8,capsule-7800694,"Codex Agent (gpt-5.4, re=xhigh)",1
24b916e5-9cc1-4a1b-8f70-368b659abeeb,capsule-7716865,"Codex Agent (gpt-5.4, re=xhigh)",1
dbdaeafb-832b-48f1-95fe-8beb6011d92a,capsule-7655932,"Codex Agent (gpt-5.4, re=xhigh)",1
69ac0c46-e1cf-4384-a9f5-aa471beb4819,capsule-7186268,"Codex Agent (gpt-5.4, re=xhigh)",1
e6c91de5-55fd-4531-9792-7d82ad3b50b5,capsule-6295990,"Codex Agent (gpt-5.4, re=xhigh)",1
90b5670c-252b-4fc8-b87d-5f90bc04017b,capsule-6049678,"Codex Agent (gpt-5.4, re=xhigh)",1
d8f9ca1e-4426-4e29-be22-4e4b5e160a1a,capsule-5507257,"Codex Agent (gpt-5.4, re=xhigh)",1
235874a3-f5ba-4cbd-a70e-87380eb1de69,capsule-5136217,"Codex Agent (gpt-5.4, re=xhigh)",1
34101f7b-cf34-47fb-b53c-7203725d4afa,capsule-4933686,"Codex Agent (gpt-5.4, re=xhigh)",1
3b8e3058-7271-42f8-8a00-51f78ae16cbc,capsule-4671827,"Codex Agent (gpt-5.4, re=xhigh)",1
0c71a761-aa43-4c28-83bb-cc6f6a30ba0f,capsule-4299879,"Codex Agent (gpt-5.4, re=xhigh)",1
c5afc548-9626-4e10-b58b-49b8aaadf789,capsule-4252248,"Codex Agent (gpt-5.4, re=xhigh)",0
714caca8-8baf-4d95-ae84-92fa4be63490,capsule-3821950,"Codex Agent (gpt-5.4, re=xhigh)",1
35172903-17d0-4e2c-a465-e828aea90a48,capsule-3762736,"Codex Agent (gpt-5.4, re=xhigh)",1
4041a135-0835-4436-ab5d-5e91bfc16cfd,capsule-3639589,"Codex Agent (gpt-5.4, re=xhigh)",1
fc3b5fee-21d4-47da-92c4-1c1398112bf9,capsule-3593259,"Codex Agent (gpt-5.4, re=xhigh)",1
f3ef446f-5f64-447a-888e-5038fedb1512,capsule-3449234,"Codex Agent (gpt-5.4, re=xhigh)",1
9effbe9c-0c17-4e8f-8b84-2034e1aa9042,capsule-3418007,"Codex Agent (gpt-5.4, re=xhigh)",1
29e2b159-c5e3-4520-9ff8-5528821a438a,capsule-3301293,"Codex Agent (gpt-5.4, re=xhigh)",1
e709d777-739a-4d6d-af5a-f9c2f92b2a94,capsule-2816027,"Codex Agent (gpt-5.4, re=xhigh)",1
a4ce0fe0-18bb-4353-9cb1-3a6d6f9684fe,capsule-2804717,"Codex Agent (gpt-5.4, re=xhigh)",1
30b15ada-d7f0-4853-80a1-993fc518759b,capsule-2708693,"Codex Agent (gpt-5.4, re=xhigh)",1
2cb22161-c9c7-41bc-ad22-244dd3c25660,capsule-2345790,"Codex Agent (gpt-5.4, re=xhigh)",1
86a22d04-8a94-4c78-b841-0d92755c2114,capsule-2242462,"Codex Agent (gpt-5.4, re=xhigh)",1
6bc749a6-5b0f-44e8-bae6-98cdb9a0898b,capsule-1724988,"Codex Agent (gpt-5.4, re=xhigh)",1
9ee50d09-8306-46fa-bdba-31cd5a78bf5c,capsule-1624349,"Codex Agent (gpt-5.4, re=xhigh)",1
75552265-896d-4276-b221-92a006f76dc2,capsule-1175539,"Codex Agent (gpt-5.4, re=xhigh)",1
1030c70f-c237-41bc-b594-f327e9d8401b,capsule-1394704,"Codex Agent (gpt-5.4, re=xhigh)",1
754558f1-a348-4055-9a7f-dbe90f085310,capsule-0851068,"Codex Agent (gpt-5.4, re=xhigh)",1
ba69624c-8ae0-43db-a01c-3c525f2b2854,capsule-0504157,"Codex Agent (gpt-5.4, re=xhigh)",1
27a75634-f69f-44dc-bff4-3328dda0bb11,capsule-0201673,"Codex Agent (gpt-5.4, re=xhigh)",1
3d8b7f09-4692-49a3-be94-70df0c99b71b,capsule-0152700,"Codex Agent (gpt-5.4, re=xhigh)",1
1359ee55-b1d8-4ed0-b6d8-1d36dc3d6fda,capsule-9832712,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
d361cd73-2550-4e75-a3fa-496142e5f89e,capsule-9294029,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
07343aaf-ed3b-46a4-ad75-c92a226e24f4,capsule-9477017,"Codex Agent (gpt-5.4, re=medium, mt=9)",0
382f40ef-f56c-443c-a34d-db41c0f81ff0,capsule-9240688,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
c6f19e9e-c45e-4b02-a724-f70c6a727006,capsule-9054015,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
f308449c-12fd-4476-9b0e-623eb28fdcab,capsule-8807709,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
135d950d-be85-4385-8263-9774232703bd,capsule-8412128,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
b36b15f3-58e3-456c-b4a0-fc5cd9e98f55,capsule-7716865,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
116b6dc1-5ae7-4dfe-ba6a-f6a2de3de870,capsule-7800694,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
5522cb36-2f01-413b-8c01-7a3b6b8ce149,capsule-7655932,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
dfc9bb60-cf46-4303-b998-890ccabd5676,capsule-7186268,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
f10f6636-4320-435f-8887-382208b3b7c8,capsule-6295990,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
f2c62188-2f02-4470-911c-25fd08c47e0f,capsule-6049678,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
cd4bc0ae-b52d-4468-889e-bde903a80275,capsule-5507257,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
1f687b6b-d7c8-4291-9fe5-637983379dac,capsule-5136217,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
b5a333aa-b030-4f4a-b73b-b1a0e2321706,capsule-4933686,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
11651d80-c280-4572-a7e2-66e12e6ba9ec,capsule-4671827,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
2c35c4e3-d2e4-48f0-a203-996790b37358,capsule-4299879,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
f6435c9a-8343-4967-91b9-84cdbba0ac3d,capsule-4252248,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
e3cdb168-7d9b-4ca9-9c9c-82a0871fa16a,capsule-3821950,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
4c1c080b-aceb-41da-bd3c-e0066c53e24b,capsule-3762736,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
39a61d41-ded8-43b4-8ec4-8d4e16425c0b,capsule-3593259,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
15568795-ef15-4463-9920-297a36fb7afd,capsule-3639589,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
d835bd10-5da8-490e-8210-a6a10399b7a2,capsule-3449234,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
d4f446cf-8d9c-490a-9da0-c1f335c64afa,capsule-3418007,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
589ac7e5-fb6f-431f-a0b2-28ae32f3797f,capsule-3301293,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
e48b0724-ae3c-42ca-bba6-13ceb2506720,capsule-2816027,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
8ff5ee36-1667-4c54-be0e-703a834d12ca,capsule-2804717,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
29a73fe0-c0c2-44e3-81cc-7d45dc560854,capsule-2708693,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
9045c216-a1f9-4b5b-8e67-6a71cbe42ecb,capsule-2345790,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
ef298bc6-b76f-40d0-9377-33d858f97ca9,capsule-2242462,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
1ef67664-7681-4e4f-b618-02b9e0d67154,capsule-1724988,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
d0d6374d-c191-4892-9100-99f25a7972a4,capsule-1394704,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
6d97f8e7-82d9-4720-8214-3b44fdde0499,capsule-1624349,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
6b89b7b8-507c-4a44-8b2d-5db703238434,capsule-1175539,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
08f1c725-3c48-4751-970d-686b58cf0ee7,capsule-0851068,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
6027c9f7-d791-4b73-ac8a-7480aab1787b,capsule-0504157,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
321cddca-c04b-4496-ba87-aa03eb9ca21c,capsule-0201673,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
f652fbc2-ae34-40b2-9ef3-9c4139f5aa12,capsule-0152700,"Codex Agent (gpt-5.4, re=medium, mt=9)",1
b4f9b544-05f9-4b5a-ae73-e268c6a5be65,capsule-9832712,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
cffa9d1f-7470-438b-8379-8e9d47d62517,capsule-9477017,"Codex Agent (gpt-5.4, re=medium, mt=6)",0
99befacb-d09d-48bc-add1-f8a83a534ce4,capsule-9294029,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
ac5beb39-3374-4206-9869-c53b9031554d,capsule-9240688,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
112e723e-8d73-49bd-88cc-42f3eedaf93a,capsule-9054015,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
4197b961-e6c3-4e8d-9397-7387d21ca726,capsule-8807709,"Codex Agent (gpt-5.4, re=medium, mt=6)",0
ed7edfc4-f5c6-4f93-8f35-2ae1c1870c3e,capsule-8412128,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
6b7ccea9-4c3c-4435-ba2d-26639595b072,capsule-7800694,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
f2be657e-3626-480b-8bc1-725660beae4b,capsule-7655932,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
9003530d-a5b3-40ba-b2d4-72d8245da79b,capsule-7716865,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
0d2abc57-d88d-4ff9-8be8-72b72b2fab56,capsule-7186268,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
8f936387-331f-442d-b698-68e865d36f45,capsule-6295990,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
4e88b0d3-eef4-4d50-871e-71e9aa88bcc4,capsule-6049678,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
ada4bccc-972a-4b49-b88c-fa2bafad2098,capsule-5507257,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
da8ed4b6-854f-4b61-be17-e5e902e9d68c,capsule-5136217,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
ced23cc6-a34d-426d-b504-c689afa1437b,capsule-4933686,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
ab5d9769-f1f7-40a8-a4ef-368ef4e59bf1,capsule-4671827,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
a930a119-a31f-4615-a164-a801c61d5df9,capsule-4299879,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
b86ed0fc-01fb-426b-857e-b616cf95e5be,capsule-4252248,"Codex Agent (gpt-5.4, re=medium, mt=6)",0
c02ac13d-8921-4c1c-873e-9d1aa6f291a9,capsule-3821950,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
a0725650-f10b-4116-b1dd-085f8741a036,capsule-3762736,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
8f1b86e2-63c8-47d4-b774-ee0fe3bf2b57,capsule-3639589,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
e0055ed0-9bcd-4b7a-9634-dc918d49081c,capsule-3593259,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
b6c4f2c5-6a39-42b7-9454-8955835e03ca,capsule-3449234,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
8d7d02a9-9455-4e70-aad9-ae4dae309133,capsule-3418007,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
fdd8ec22-ac88-47ac-9e33-613bdbaa5b9a,capsule-3301293,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
678898bf-3070-4cb0-9a8d-1506bfef5218,capsule-2816027,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
fbdd208a-dbb4-454a-bded-e4bbaf3ec9d9,capsule-2804717,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
b75cb41b-41e3-4d41-acc1-3c0da645444c,capsule-2708693,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
f062bb83-822d-49dc-a37e-20c5a08425ee,capsule-2345790,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
6d78d788-cfdf-437f-a232-be3c39a35731,capsule-2242462,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
312b9f45-2f28-4741-bcd4-6c234f818799,capsule-1724988,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
2c509c77-b52d-4745-9f20-8a8f7fd3629b,capsule-1624349,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
323b28d1-d65d-4db0-97d3-da70785161fc,capsule-1394704,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
21ef2f92-2f3f-462d-ae52-4502b8fd3743,capsule-1175539,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
3ff3c305-b100-49fa-8a38-61b8a127312f,capsule-0851068,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
214d15a8-79ac-48ab-bd0f-49584057981e,capsule-0504157,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
cdaa58c2-bfc6-4d8c-960c-6e5cb202a6b1,capsule-0201673,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
8fb37e3d-4550-4d45-8c44-8e14891a93ac,capsule-0152700,"Codex Agent (gpt-5.4, re=medium, mt=6)",1
7a4ea74a-f427-45fc-b626-d35a890f8b75,capsule-9832712,"Codex Agent (gpt-5.4, re=medium, mt=3)",1
85d2c3c8-fe42-4d5d-9048-c3bc84859ab6,capsule-9477017,"Codex Agent (gpt-5.4, re=medium, mt=3)",1
ab178c4e-7cee-473a-a496-369b364abe1e,capsule-9294029,"Codex Agent (gpt-5.4, re=medium, mt=3)",1
2068be5b-4989-4df1-b914-fd79553bb946,capsule-9240688,"Codex Agent (gpt-5.4, re=medium, mt=3)",1
d7ebccf6-8b13-4ddc-a29f-e525acc14661,capsule-8807709,"Codex Agent (gpt-5.4, re=medium, mt=3)",1
193c431b-ef2a-4343-a761-a2599df6b019,capsule-9054015,"Codex Agent (gpt-5.4, re=medium, mt=3)",1
7f93058e-47bd-409a-852f-4ac73f8229e1,capsule-8412128,"Codex Agent (gpt-5.4, re=medium, mt=3)",1
346a9600-8740-4f4e-bde7-78201e976563,capsule-7800694,"Codex Agent (gpt-5.4, re=medium, mt=3)",1
dacea014-bddc-4b6f-a1a2-9e3a3fa6603c,capsule-7716865,"Codex Agent (gpt-5.4, re=medium, mt=3)",1
b4f313b7-11c0-49bb-999b-a0c07233496a,capsule-7655932,"Codex Agent (gpt-5.4, re=medium, mt=3)",1
2478f4d2-ecc8-400e-990d-a48ca1e44567,capsule-7186268,"Codex Agent (gpt-5.4, re=medium, mt=3)",1
4bf24ed6-8760-4a74-b21e-d8dad535c768,capsule-6295990,"Codex Agent (gpt-5.4, re=medium, mt=3)",1
cd417b7c-b615-461d-b760-218826214144,capsule-6049678,"Codex Agent (gpt-5.4, re=medium, mt=3)",1
a7adddad-e97c-43dd-aee8-070eb34e4b0d,capsule-5507257,"Codex Agent (gpt-5.4, re=medium, mt=3)",1
bacfe5d4-e444-4c90-9855-1a53c00975da,capsule-5136217,"Codex Agent (gpt-5.4, re=medium, mt=3)",1
2a20d9dd-e18d-46f9-be9d-27878f178b5e,capsule-4933686,"Codex Agent (gpt-5.4, re=medium, mt=3)",1
afe85889-6513-4874-ae19-035083edbe6f,capsule-4671827,"Codex Agent (gpt-5.4, re=medium, mt=3)",1
6c3abf32-8890-416d-839e-73f8c84d5ac2,capsule-4299879,"Codex Agent (gpt-5.4, re=medium, mt=3)",1
584f722f-644b-429c-a74f-85bd02cd1705,capsule-4252248,"Codex Agent (gpt-5.4, re=medium, mt=3)",0
49f87f59-1b61-4b8d-a48c-323b26788b62,capsule-3821950,"Codex Agent (gpt-5.4, re=medium, mt=3)",1
dcca3a38-fb88-40d2-816d-c9edac38f131,capsule-3762736,"Codex Agent (gpt-5.4, re=medium, mt=3)",1
ee219e27-b2f4-4c29-bd0b-2fc9241fb83b,capsule-3639589,"Codex Agent (gpt-5.4, re=medium, mt=3)",1
5bee649e-565b-4ad3-be69-22bf661048c8,capsule-3593259,"Codex Agent (gpt-5.4, re=medium, mt=3)",1
72815dd9-4842-4c94-9f15-9cb4a8d68015,capsule-3449234,"Codex Agent (gpt-5.4, re=medium, mt=3)",1
ff176e2e-758d-4082-92ee-643b8b370f58,capsule-3418007,"Codex Agent (gpt-5.4, re=medium, mt=3)",1
